Transaction_ID,Date,Month,Month_Name,Quarter,State,Platform,Category,Age_Group,Gender,Customer_Segment,Device_Type,Payment_Method,Delivery_Option,Order_Value_NGN,Quantity,Total_Value_NGN,Discount_Pct,Discount_Amount_NGN,Final_Value_NGN,Delivery_Days,Customer_Satisfaction,Repeat_Purchase_Likelihood,Returned,Platform_Rating
NM-10906,2023-12-09,12,Dec,Q4,Anambra,Jumia,Food & Grocery,25-34,Male,Retiree,Mobile,Wallet,Standard (5-7 Days),18564.64,1,18564.64,5,928.23,17636.41,5,3,Low,0,3.5
NM-10907,2023-04-25,4,Apr,Q2,Enugu,Konga,Home & Living,18-24,Female,Homemaker,Desktop,Card,Same Day,86002.84,1,86002.84,15,12900.43,73102.41,1,3,High,0,3.9
NM-10908,2023-01-05,1,Jan,Q1,Abuja,PayPorte,Food & Grocery,55+,Male,Business Owner,Mobile,Cash on Delivery,Standard (5-7 Days),4391.57,2,8783.14,10,878.31,7904.83,6,2,Low,0,4.6
NM-10909,2023-07-18,7,Jul,Q3,Kano,Jiji,Books & Education,45-54,Female,Retiree,Mobile,Cash on Delivery,Next Day,10110.38,1,10110.38,20,2022.08,8088.3,2,4,Medium,0,4.2
NM-10910,2023-03-25,3,Mar,Q1,Anambra,Shoprite Online,Food & Grocery,35-44,Male,Student,Mobile,Transfer,2-3 Days,16069.89,1,16069.89,15,2410.48,13659.41,3,4,High,0,4.4
NM-10911,2023-11-30,11,Nov,Q4,Abuja,Jumia,Books & Education,35-44,Female,Young Professional,Desktop,Card,2-3 Days,3671.93,2,7343.86,0,0.0,7343.86,2,5,Medium,0,3.5
NM-10912,2023-06-14,6,Jun,Q2,Lagos,Konga,Home & Living,18-24,Male,Business Owner,Mobile,Card,Standard (5-7 Days),77657.95,1,77657.95,0,0.0,77657.95,7,3,High,0,4.0
NM-10913,2023-08-12,8,Aug,Q3,Borno,Jumia,Electronics,18-24,Male,Retiree,Mobile,Transfer,Standard (5-7 Days),327743.4,3,983230.2,0,0.0,983230.2,7,4,Medium,0,3.6
NM-10914,2023-02-25,2,Feb,Q1,Kaduna,Jiji,Automobile Parts,25-34,Male,Business Owner,Mobile,Card,Next Day,8157.53,1,8157.53,0,0.0,8157.53,1,5,High,0,4.5
NM-10915,2023-12-25,12,Dec,Q4,Rivers,Konga,Food & Grocery,25-34,Female,Retiree,Desktop,Cash on Delivery,Standard (5-7 Days),2455.05,4,9820.2,5,491.01,9329.19,7,1,Medium,0,4.7
NM-10916,2023-07-29,7,Jul,Q3,Enugu,Jumia,Health & Beauty,25-34,Male,Homemaker,Desktop,Card,Next Day,6295.31,3,18885.93,10,1888.59,16997.34,2,5,High,0,3.7
NM-10917,2023-07-01,7,Jul,Q3,Lagos,WhatsApp Commerce,Food & Grocery,35-44,Female,Young Professional,Mobile,Cash on Delivery,Standard (5-7 Days),15219.16,1,15219.16,5,760.96,14458.2,7,3,High,1,3.7
NM-10918,2023-08-16,8,Aug,Q3,Rivers,Jiji,Automobile Parts,35-44,Female,Young Professional,Desktop,Transfer,Next Day,59478.48,1,59478.48,15,8921.77,50556.71,2,5,High,0,3.8
NM-10919,2023-10-20,10,Oct,Q4,Lagos,Jiji,Books & Education,35-44,Female,Student,Mobile,USSD,2-3 Days,5337.06,1,5337.06,25,1334.27,4002.79,3,4,High,0,4.3
NM-10920,2023-11-06,11,Nov,Q4,Rivers,Konga,Fashion,25-34,Male,Business Owner,Mobile,Cash on Delivery,Same Day,9999.94,2,19999.88,15,2999.98,16999.9,1,3,High,0,4.7
NM-10921,2023-10-01,10,Oct,Q4,Lagos,Konga,Health & Beauty,45-54,Male,Young Professional,Mobile,Wallet,Same Day,29590.82,1,29590.82,0,0.0,29590.82,1,5,Medium,0,4.1
NM-10922,2023-01-08,1,Jan,Q1,Enugu,Jiji,Books & Education,25-34,Female,Retiree,Desktop,USSD,2-3 Days,3516.59,4,14066.36,15,2109.95,11956.41,2,3,High,0,4.5
NM-10923,2023-10-17,10,Oct,Q4,Anambra,Jumia,Sports & Fitness,25-34,Female,Retiree,Mobile,Card,Standard (5-7 Days),18560.22,1,18560.22,10,1856.02,16704.2,6,3,Medium,0,3.5
NM-10924,2023-08-07,8,Aug,Q3,Abuja,Jiji,Food & Grocery,18-24,Female,Homemaker,Desktop,Cash on Delivery,Same Day,10564.31,2,21128.62,0,0.0,21128.62,1,5,High,1,3.8
NM-10925,2023-07-13,7,Jul,Q3,Oyo,PayPorte,Automobile Parts,18-24,Female,Young Professional,Desktop,Wallet,2-3 Days,35218.57,2,70437.14,0,0.0,70437.14,3,2,Medium,1,3.2
NM-10926,2023-07-19,7,Jul,Q3,Lagos,Konga,Home & Living,25-34,Female,Young Professional,Mobile,USSD,2-3 Days,39911.01,1,39911.01,15,5986.65,33924.36,2,4,High,0,3.9
NM-10927,2023-11-02,11,Nov,Q4,Delta,Amazon Nigeria,Food & Grocery,18-24,Female,Homemaker,Mobile,USSD,Next Day,3296.2,2,6592.4,5,329.62,6262.78,1,5,Medium,0,3.3
NM-10928,2023-12-31,12,Dec,Q4,Delta,Konga,Automobile Parts,35-44,Female,Retiree,Mobile,USSD,Next Day,137620.5,2,275241.0,0,0.0,275241.0,2,5,High,0,4.2
NM-10929,2023-07-05,7,Jul,Q3,Delta,Konga,Fashion,25-34,Female,Retiree,Mobile,Cash on Delivery,Same Day,15957.58,1,15957.58,5,797.88,15159.7,1,4,Medium,0,4.6
NM-10930,2023-11-05,11,Nov,Q4,Oyo,Jumia,Books & Education,18-24,Male,Young Professional,Mobile,Transfer,Standard (5-7 Days),4242.86,1,4242.86,5,212.14,4030.72,5,1,Low,1,4.3
NM-10931,2023-06-30,6,Jun,Q2,Borno,WhatsApp Commerce,Automobile Parts,45-54,Female,Student,Mobile,Transfer,Next Day,160525.55,1,160525.55,5,8026.28,152499.27,1,5,Medium,0,3.9
NM-10932,2023-02-24,2,Feb,Q1,Oyo,Konga,Home & Living,18-24,Female,Homemaker,Desktop,USSD,Same Day,45967.65,2,91935.3,0,0.0,91935.3,1,3,Medium,0,4.3
NM-10933,2023-07-12,7,Jul,Q3,Anambra,Jiji,Fashion,35-44,Female,Homemaker,Mobile,USSD,Next Day,29422.41,1,29422.41,25,7355.6,22066.81,2,4,Medium,0,3.1
NM-10934,2023-06-24,6,Jun,Q2,Borno,Jiji,Books & Education,45-54,Female,Homemaker,Mobile,Card,Next Day,3710.3,2,7420.6,10,742.06,6678.54,2,3,Medium,0,4.9
NM-10935,2023-06-18,6,Jun,Q2,Enugu,Jumia,Books & Education,45-54,Female,Student,Mobile,Wallet,2-3 Days,10073.98,2,20147.96,15,3022.19,17125.77,2,2,Low,1,4.7
NM-10936,2023-06-18,6,Jun,Q2,Abuja,Shoprite Online,Health & Beauty,45-54,Male,Homemaker,Mobile,Wallet,Standard (5-7 Days),26894.91,1,26894.91,20,5378.98,21515.93,5,4,Medium,0,4.7
NM-10937,2023-08-11,8,Aug,Q3,Enugu,WhatsApp Commerce,Fashion,25-34,Female,Retiree,Mobile,Transfer,Same Day,38654.69,1,38654.69,0,0.0,38654.69,1,3,High,0,3.0
NM-10938,2023-08-06,8,Aug,Q3,Lagos,Shoprite Online,Food & Grocery,25-34,Male,Retiree,Mobile,Transfer,Same Day,23266.07,2,46532.14,0,0.0,46532.14,1,5,High,0,4.5
NM-10939,2023-10-22,10,Oct,Q4,Delta,WhatsApp Commerce,Electronics,35-44,Male,Homemaker,Mobile,USSD,Same Day,95778.92,2,191557.84,0,0.0,191557.84,1,3,High,0,3.5
NM-10940,2023-01-22,1,Jan,Q1,Anambra,Jumia,Electronics,45-54,Female,Young Professional,Mobile,Wallet,Same Day,109941.37,1,109941.37,0,0.0,109941.37,1,5,High,0,3.8
NM-10941,2023-05-04,5,May,Q2,Anambra,Jumia,Books & Education,35-44,Male,Young Professional,Mobile,Transfer,Standard (5-7 Days),12279.47,1,12279.47,0,0.0,12279.47,6,1,Low,0,4.0
NM-10942,2023-07-21,7,Jul,Q3,Anambra,Jumia,Books & Education,18-24,Male,Business Owner,Mobile,Wallet,Same Day,14413.0,2,28826.0,10,2882.6,25943.4,1,4,Medium,0,4.3
NM-10943,2023-12-27,12,Dec,Q4,Anambra,Jumia,Home & Living,45-54,Male,Homemaker,Mobile,USSD,Standard (5-7 Days),83540.13,1,83540.13,20,16708.03,66832.1,7,4,High,0,4.6
NM-10944,2023-01-05,1,Jan,Q1,Lagos,WhatsApp Commerce,Fashion,18-24,Female,Retiree,Mobile,Transfer,Same Day,14090.47,1,14090.47,0,0.0,14090.47,1,5,High,0,4.2
NM-10945,2023-12-22,12,Dec,Q4,Borno,Jumia,Home & Living,25-34,Male,Retiree,Mobile,Transfer,Same Day,91959.72,3,275879.16,20,55175.83,220703.33,1,5,Medium,0,3.9
NM-10946,2023-03-11,3,Mar,Q1,Kaduna,Shoprite Online,Sports & Fitness,25-34,Female,Retiree,Desktop,Transfer,2-3 Days,68285.23,1,68285.23,0,0.0,68285.23,2,5,High,1,4.6
NM-10947,2023-08-29,8,Aug,Q3,Anambra,Amazon Nigeria,Health & Beauty,25-34,Male,Young Professional,Mobile,Transfer,Same Day,16903.59,2,33807.18,25,8451.8,25355.38,1,5,High,0,3.2
NM-10948,2023-03-10,3,Mar,Q1,Lagos,Jiji,Fashion,18-24,Male,Retiree,Mobile,USSD,Same Day,17644.59,2,35289.18,25,8822.3,26466.88,1,5,Medium,0,3.1
NM-10949,2023-09-11,9,Sep,Q3,Kaduna,Konga,Food & Grocery,18-24,Female,Retiree,Mobile,Transfer,Same Day,17857.74,3,53573.22,0,0.0,53573.22,1,5,High,0,4.1
NM-10950,2023-10-13,10,Oct,Q4,Borno,Jumia,Food & Grocery,18-24,Female,Retiree,Desktop,Card,Standard (5-7 Days),12917.4,2,25834.8,30,7750.44,18084.36,5,2,Low,0,3.8
NM-10951,2023-09-27,9,Sep,Q3,Rivers,Jumia,Fashion,18-24,Male,Young Professional,Mobile,Transfer,Same Day,21128.09,2,42256.18,0,0.0,42256.18,1,5,High,0,4.5
NM-10952,2023-07-29,7,Jul,Q3,Lagos,Jiji,Home & Living,18-24,Male,Young Professional,Desktop,Cash on Delivery,Next Day,115220.16,2,230440.32,0,0.0,230440.32,2,3,Low,0,3.3
NM-10953,2023-12-02,12,Dec,Q4,Borno,WhatsApp Commerce,Electronics,18-24,Female,Business Owner,Mobile,Cash on Delivery,Same Day,166242.79,1,166242.79,0,0.0,166242.79,1,5,High,0,3.4
NM-10954,2023-02-26,2,Feb,Q1,Lagos,Shoprite Online,Health & Beauty,35-44,Female,Retiree,Desktop,USSD,Standard (5-7 Days),21008.08,1,21008.08,30,6302.42,14705.66,5,3,Medium,0,5.0
NM-10955,2023-07-23,7,Jul,Q3,Kano,Shoprite Online,Health & Beauty,25-34,Male,Homemaker,Desktop,USSD,Next Day,3000.39,1,3000.39,0,0.0,3000.39,2,5,High,0,3.5
NM-10956,2023-11-17,11,Nov,Q4,Delta,Shoprite Online,Books & Education,35-44,Male,Homemaker,Mobile,Card,Next Day,6267.15,1,6267.15,20,1253.43,5013.72,2,4,High,0,4.9
NM-10957,2023-02-24,2,Feb,Q1,Kano,Jumia,Sports & Fitness,25-34,Male,Retiree,Mobile,USSD,Same Day,47697.91,1,47697.91,25,11924.48,35773.43,1,5,High,0,4.2
NM-10958,2023-01-05,1,Jan,Q1,Anambra,Jumia,Automobile Parts,25-34,Female,Retiree,Mobile,Wallet,Next Day,104038.38,1,104038.38,5,5201.92,98836.46,1,5,Medium,0,4.1
NM-10959,2023-09-28,9,Sep,Q3,Borno,Amazon Nigeria,Food & Grocery,25-34,Female,Homemaker,Mobile,Transfer,Same Day,23465.67,2,46931.34,25,11732.83,35198.51,1,5,High,0,5.0
NM-10960,2023-09-28,9,Sep,Q3,Oyo,Jiji,Automobile Parts,18-24,Female,Homemaker,Mobile,USSD,Next Day,86761.94,1,86761.94,0,0.0,86761.94,1,5,High,0,4.5
NM-10961,2023-09-23,9,Sep,Q3,Lagos,Konga,Sports & Fitness,18-24,Male,Homemaker,Desktop,Transfer,Same Day,32644.66,2,65289.32,15,9793.4,55495.92,1,5,Medium,0,4.2
NM-10962,2023-11-18,11,Nov,Q4,Abuja,Jumia,Fashion,25-34,Female,Retiree,Desktop,Cash on Delivery,Same Day,9395.26,1,9395.26,10,939.53,8455.73,1,5,High,0,4.4
NM-10963,2023-05-06,5,May,Q2,Lagos,Konga,Sports & Fitness,25-34,Male,Young Professional,Mobile,USSD,Standard (5-7 Days),7087.91,1,7087.91,10,708.79,6379.12,5,3,High,0,4.1
NM-10964,2023-03-14,3,Mar,Q1,Abuja,Jiji,Fashion,35-44,Male,Business Owner,Mobile,USSD,2-3 Days,34887.64,4,139550.56,5,6977.53,132573.03,2,3,High,0,3.7
NM-10965,2023-11-02,11,Nov,Q4,Kaduna,Shoprite Online,Health & Beauty,25-34,Female,Homemaker,Mobile,Cash on Delivery,2-3 Days,10637.44,2,21274.88,15,3191.23,18083.65,3,2,Low,1,4.4
NM-10966,2023-05-28,5,May,Q2,Kano,PayPorte,Fashion,25-34,Female,Student,Mobile,Wallet,Next Day,43662.13,1,43662.13,20,8732.43,34929.7,1,4,High,0,4.8
NM-10967,2023-01-05,1,Jan,Q1,Delta,Jumia,Sports & Fitness,25-34,Male,Business Owner,Mobile,Card,Next Day,26394.1,1,26394.1,0,0.0,26394.1,1,5,High,0,4.8
NM-10968,2023-01-29,1,Jan,Q1,Kaduna,Jiji,Health & Beauty,25-34,Male,Student,Mobile,Cash on Delivery,Same Day,11096.32,1,11096.32,0,0.0,11096.32,1,3,Low,0,4.8
NM-10969,2023-12-02,12,Dec,Q4,Kano,Jumia,Food & Grocery,25-34,Male,Young Professional,Desktop,Wallet,Same Day,22802.34,4,91209.36,15,13681.4,77527.96,1,5,Medium,0,4.7
NM-10970,2023-11-21,11,Nov,Q4,Oyo,Jumia,Electronics,25-34,Male,Business Owner,Mobile,USSD,Standard (5-7 Days),115448.33,3,346344.99,0,0.0,346344.99,5,1,Medium,0,4.1
NM-10971,2023-03-25,3,Mar,Q1,Kano,Jumia,Sports & Fitness,55+,Female,Retiree,Tablet,Wallet,Standard (5-7 Days),75455.3,2,150910.6,15,22636.59,128274.01,7,4,High,0,4.4
NM-10972,2023-08-15,8,Aug,Q3,Anambra,Instagram Shop,Automobile Parts,55+,Female,Young Professional,Desktop,Card,Same Day,177703.83,1,177703.83,10,17770.38,159933.45,1,5,Medium,0,3.4
NM-10973,2023-03-06,3,Mar,Q1,Lagos,Jumia,Fashion,55+,Female,Student,Mobile,Wallet,Standard (5-7 Days),12882.33,3,38646.99,15,5797.05,32849.94,6,3,High,0,4.7
NM-10974,2023-03-30,3,Mar,Q1,Kano,Jumia,Automobile Parts,25-34,Female,Retiree,Mobile,USSD,Next Day,11300.85,1,11300.85,10,1130.09,10170.76,2,2,Low,0,4.1
NM-10975,2023-04-02,4,Apr,Q2,Lagos,Amazon Nigeria,Automobile Parts,25-34,Female,Business Owner,Mobile,Card,2-3 Days,147011.01,1,147011.01,0,0.0,147011.01,2,4,Medium,0,4.6
NM-10976,2023-01-16,1,Jan,Q1,Lagos,Jumia,Food & Grocery,45-54,Male,Retiree,Mobile,USSD,Same Day,4724.67,1,4724.67,5,236.23,4488.44,1,5,High,0,4.8
NM-10977,2023-01-17,1,Jan,Q1,Rivers,Jumia,Home & Living,18-24,Female,Young Professional,Mobile,Transfer,Same Day,112911.22,1,112911.22,20,22582.24,90328.98,1,3,High,0,4.1
NM-10978,2023-01-27,1,Jan,Q1,Enugu,Konga,Fashion,35-44,Female,Student,Desktop,Cash on Delivery,2-3 Days,33313.86,1,33313.86,10,3331.39,29982.47,3,3,Medium,0,3.8
NM-10979,2023-09-28,9,Sep,Q3,Delta,Konga,Sports & Fitness,25-34,Male,Business Owner,Mobile,Wallet,Same Day,55375.67,3,166127.01,10,16612.7,149514.31,1,5,Medium,0,4.0
NM-10980,2023-10-29,10,Oct,Q4,Anambra,Jumia,Fashion,45-54,Female,Young Professional,Mobile,Wallet,Next Day,29617.22,1,29617.22,5,1480.86,28136.36,1,4,High,0,4.7
NM-10981,2023-09-14,9,Sep,Q3,Lagos,Jumia,Health & Beauty,35-44,Male,Retiree,Mobile,Wallet,2-3 Days,3523.03,1,3523.03,0,0.0,3523.03,2,3,Medium,0,3.7
NM-10982,2023-12-08,12,Dec,Q4,Borno,Jumia,Automobile Parts,45-54,Male,Retiree,Mobile,Wallet,2-3 Days,98654.68,1,98654.68,5,4932.73,93721.95,2,4,High,1,4.4
NM-10983,2023-01-05,1,Jan,Q1,Kano,Jumia,Electronics,25-34,Male,Young Professional,Desktop,Transfer,Next Day,87891.18,1,87891.18,25,21972.79,65918.39,2,5,High,0,4.3
NM-10984,2023-08-06,8,Aug,Q3,Oyo,Jiji,Health & Beauty,25-34,Male,Retiree,Mobile,Wallet,Same Day,22022.33,3,66066.99,15,9910.05,56156.94,1,3,Medium,0,4.0
NM-10985,2023-06-18,6,Jun,Q2,Kaduna,Shoprite Online,Automobile Parts,35-44,Female,Student,Mobile,USSD,Next Day,52673.13,1,52673.13,0,0.0,52673.13,2,5,High,0,5.0
NM-10986,2023-02-26,2,Feb,Q1,Delta,Jiji,Automobile Parts,25-34,Female,Young Professional,Mobile,Transfer,2-3 Days,34268.62,2,68537.24,20,13707.45,54829.79,3,2,Medium,0,3.7
NM-10987,2023-05-30,5,May,Q2,Kano,Konga,Electronics,18-24,Male,Young Professional,Mobile,Wallet,Standard (5-7 Days),160769.11,2,321538.22,30,96461.47,225076.75,6,3,Low,0,4.1
NM-10988,2023-04-28,4,Apr,Q2,Lagos,Shoprite Online,Books & Education,25-34,Female,Homemaker,Mobile,Transfer,Standard (5-7 Days),7995.58,2,15991.16,0,0.0,15991.16,6,4,High,1,3.6
NM-10989,2023-05-13,5,May,Q2,Abuja,Amazon Nigeria,Sports & Fitness,18-24,Male,Student,Mobile,Cash on Delivery,Same Day,62563.91,1,62563.91,10,6256.39,56307.52,1,5,High,0,3.9
NM-10990,2023-10-08,10,Oct,Q4,Kano,Jumia,Automobile Parts,55+,Male,Student,Mobile,Card,Next Day,193643.87,1,193643.87,5,9682.19,183961.68,1,3,High,0,4.1
NM-10991,2023-01-30,1,Jan,Q1,Lagos,Konga,Electronics,35-44,Male,Student,Mobile,USSD,Standard (5-7 Days),247463.77,2,494927.54,15,74239.13,420688.41,6,4,High,0,3.8
NM-10992,2023-12-16,12,Dec,Q4,Anambra,Shoprite Online,Sports & Fitness,35-44,Male,Student,Desktop,Wallet,2-3 Days,53874.06,1,53874.06,5,2693.7,51180.36,3,4,Medium,0,4.2
NM-10993,2023-03-08,3,Mar,Q1,Lagos,Jumia,Health & Beauty,45-54,Female,Business Owner,Desktop,Card,Next Day,17301.85,1,17301.85,0,0.0,17301.85,1,3,Low,0,4.6
NM-10994,2023-10-06,10,Oct,Q4,Delta,Konga,Fashion,35-44,Male,Business Owner,Mobile,Cash on Delivery,Same Day,18621.85,1,18621.85,15,2793.28,15828.57,1,5,High,1,4.3
NM-10995,2023-05-17,5,May,Q2,Kano,Jumia,Food & Grocery,18-24,Female,Student,Tablet,Cash on Delivery,Same Day,6240.85,1,6240.85,5,312.04,5928.81,1,5,High,1,4.7
NM-10996,2023-05-30,5,May,Q2,Abuja,Konga,Home & Living,35-44,Female,Homemaker,Desktop,Cash on Delivery,2-3 Days,72079.79,1,72079.79,5,3603.99,68475.8,2,5,Medium,0,3.7
NM-10997,2023-07-23,7,Jul,Q3,Oyo,Shoprite Online,Automobile Parts,55+,Male,Homemaker,Desktop,Card,Next Day,153196.56,1,153196.56,0,0.0,153196.56,2,4,High,0,4.4
NM-10998,2023-06-02,6,Jun,Q2,Delta,Jumia,Fashion,25-34,Female,Young Professional,Desktop,Card,Standard (5-7 Days),43947.49,2,87894.98,5,4394.75,83500.23,7,3,Medium,0,4.6
NM-10999,2023-09-16,9,Sep,Q3,Enugu,Jiji,Sports & Fitness,18-24,Female,Retiree,Mobile,Card,2-3 Days,69296.35,1,69296.35,15,10394.45,58901.9,3,5,Medium,0,3.0
NM-11000,2023-06-03,6,Jun,Q2,Abuja,Jiji,Food & Grocery,45-54,Female,Student,Mobile,Wallet,Same Day,22288.68,1,22288.68,0,0.0,22288.68,1,4,High,0,3.4
